id,time,antenna,rssi,phase,channel,channelNum,epc
300,2382235,2,-66.0,4.264466590322082,920.625,0,FFFF
301,2391748,3,-62.0,2.82252464970958,920.625,0,FFFF
302,2394366,3,-62.0,2.82252464970958,920.625,0,FFFF
303,2403845,0,-43.5,3.117048960983623,920.625,0,FFFF
304,2406707,0,-44.0,3.1231848841351653,920.625,0,FFFF
305,2417700,1,-47.5,2.3009711818284617,920.625,0,FFFF
306,2420077,1,-48.0,2.2886993355253766,920.625,0,FFFF
307,2429807,2,-65.0,4.509903516383785,920.625,0,FFFF
308,2432163,2,-66.0,4.215379205109742,920.625,0,FFFF
309,2441979,3,-62.0,2.9268353432858034,920.625,0,FFFF
310,2444695,3,-62.0,2.9329712664373457,920.625,0,FFFF
311,2454053,0,-44.0,3.2336315008629315,920.625,0,FFFF
312,2456843,0,-44.0,3.227495577711389,920.625,0,FFFF
313,2466331,1,-48.5,2.435961491162398,920.625,0,FFFF
314,2468881,1,-48.5,2.435961491162398,920.625,0,FFFF
315,2478142,2,-64.0,4.154019973594316,920.625,0,FFFF
316,2480951,2,-65.0,4.172427743048944,920.625,0,FFFF
317,2490500,3,-62.0,2.9084275738311756,920.625,0,FFFF
318,2493044,3,-62.0,2.890019804376548,920.625,0,FFFF
319,2502226,0,-44.0,3.429981041712294,920.625,0,FFFF
320,2508506,0,-44.0,3.479068426924634,920.625,0,FFFF
321,2519552,1,-48.5,2.736621725587984,920.625,0,FFFF
322,2522164,1,-48.5,2.761165418194154,920.625,0,FFFF
323,2531967,2,-65.5,3.933126740138784,920.625,0,FFFF
324,2534524,2,-65.0,4.025165587411923,920.625,0,FFFF
325,2543762,3,-61.5,2.834796496012665,920.625,0,FFFF
326,2546398,3,-61.5,2.804116880254952,920.625,0,FFFF
327,2555917,0,-44.5,3.730641276137879,920.625,0,FFFF
328,2558771,0,-44.5,3.773592738198677,920.625,0,FFFF
329,2568028,1,-49.0,2.9759227284981438,920.625,0,FFFF
330,2570875,1,-48.5,2.988194574801229,920.625,0,FFFF
331,2580772,2,-65.0,3.9208548938356986,920.625,0,FFFF
332,2583356,2,-63.0,4.092660742078891,920.625,0,FFFF
333,2592902,3,-61.5,2.8532042654672924,920.625,0,FFFF
